#,Peptide,ACP Score,ACP,AFP Score,AFP,AMP Score,AMP,AVP Score,AVP,ACVP Score,ACVP,Hemolysis Threshold,Hemolysis Conc (ug/ml),Hemolysis /Y/N
669,"seq_epochs_()_num_691",0.99,Yes,0.74,Yes,0.89,Yes,0.58,Yes,0.88,Yes,20,50.0,Yes
670,"seq_epochs_()_num_692",0.67,Yes,0.35,No,0.92,Yes,0.31,No,0.92,Yes,20,50.0,No
671,"seq_epochs_()_num_693",0.63,Yes,0.24,No,0.99,Yes,0.78,Yes,0.99,Yes,20,50.0,No
672,"seq_epochs_()_num_694",0.82,Yes,0.52,Yes,0.58,Yes,0.79,Yes,0.85,Yes,20,50.0,No
673,"seq_epochs_()_num_695",0.98,Yes,0.73,Yes,0.99,Yes,1.0,Yes,0.96,Yes,20,50.0,No
674,"seq_epochs_()_num_696",0.17,No,0.28,No,0.96,Yes,0.45,No,0.99,Yes,20,50.0,No
675,"seq_epochs_()_num_697",0.34,No,0.33,No,0.91,Yes,1.0,Yes,0.06,No,20,50.0,No
676,"seq_epochs_()_num_698",0.66,Yes,0.25,No,0.85,Yes,0.81,Yes,0.95,Yes,20,50.0,Yes
677,"seq_epochs_()_num_699",1.0,Yes,0.52,Yes,0.97,Yes,0.99,Yes,0.99,Yes,20,50.0,Yes
678,"seq_epochs_()_num_700",0.98,Yes,0.32,No,0.82,Yes,0.97,Yes,0.06,No,20,50.0,No
679,"seq_epochs_()_num_701",0.22,No,0.56,Yes,0.14,No,1.0,Yes,1.0,Yes,20,50.0,Yes
680,"seq_epochs_()_num_702",0.99,Yes,0.71,Yes,1.0,Yes,1.0,Yes,0.96,Yes,20,50.0,No
681,"seq_epochs_()_num_703",0.05,No,0.0,No,0.03,No,0.97,Yes,0.25,No,20,50.0,No
682,"seq_epochs_()_num_704",1.0,Yes,0.55,Yes,0.97,Yes,0.98,Yes,0.87,Yes,20,50.0,No
683,"seq_epochs_()_num_705",0.13,No,0.05,No,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,No
684,"seq_epochs_()_num_706",1.0,Yes,0.71,Yes,1.0,Yes,0.99,Yes,0.94,Yes,20,50.0,Yes
685,"seq_epochs_()_num_707",0.18,No,0.02,No,0.36,No,0.99,Yes,0.52,Yes,20,50.0,No
686,"seq_epochs_()_num_708",1.0,Yes,0.51,Yes,1.0,Yes,0.99,Yes,1.0,Yes,20,50.0,No
687,"seq_epochs_()_num_709",0.85,Yes,0.97,Yes,0.98,Yes,0.98,Yes,0.95,Yes,20,50.0,Yes
688,"seq_epochs_()_num_710",0.81,Yes,0.01,No,0.11,No,0.65,Yes,0.98,Yes,20,50.0,No
689,"seq_epochs_()_num_711",0.3,No,0.03,No,0.31,No,0.87,Yes,0.63,Yes,20,50.0,Yes
690,"seq_epochs_()_num_712",0.98,Yes,0.93,Yes,0.19,No,0.9,Yes,0.24,No,20,50.0,No
691,"seq_epochs_()_num_713",0.03,No,0.31,No,0.09,No,0.07,No,0.89,Yes,20,50.0,No
692,"seq_epochs_()_num_715",1.0,Yes,0.55,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,No
693,"seq_epochs_()_num_716",1.0,Yes,0.96,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
694,"seq_epochs_()_num_717",0.07,No,0.04,No,0.53,Yes,0.22,No,0.97,Yes,20,50.0,No
695,"seq_epochs_()_num_719",0.26,No,0.02,No,0.7,Yes,0.9,Yes,0.95,Yes,20,50.0,No
696,"seq_epochs_()_num_720",0.54,Yes,0.39,No,0.34,No,0.88,Yes,0.14,No,20,50.0,No
697,"seq_epochs_()_num_721",0.99,Yes,0.46,No,0.72,Yes,0.71,Yes,0.9,Yes,20,50.0,Yes
698,"seq_epochs_()_num_722",0.67,Yes,0.34,No,0.92,Yes,0.99,Yes,0.97,Yes,20,50.0,Yes
699,"seq_epochs_()_num_723",0.98,Yes,0.08,No,0.67,Yes,1.0,Yes,0.66,Yes,20,50.0,No
700,"seq_epochs_()_num_724",0.75,Yes,0.51,Yes,0.91,Yes,0.98,Yes,0.04,No,20,50.0,Yes
701,"seq_epochs_()_num_725",1.0,Yes,0.98,Yes,1.0,Yes,0.92,Yes,0.99,Yes,20,50.0,Yes
702,"seq_epochs_()_num_726",0.62,Yes,0.35,No,0.78,Yes,0.92,Yes,0.47,No,20,50.0,No
703,"seq_epochs_()_num_728",0.8,Yes,0.52,Yes,0.22,No,0.98,Yes,0.89,Yes,20,50.0,No
704,"seq_epochs_()_num_729",1.0,Yes,0.78,Yes,0.99,Yes,0.99,Yes,0.92,Yes,20,50.0,No
705,"seq_epochs_()_num_730",0.08,No,0.09,No,0.85,Yes,0.92,Yes,0.41,No,20,50.0,No
706,"seq_epochs_()_num_731",0.99,Yes,0.47,No,1.0,Yes,1.0,Yes,0.85,Yes,20,50.0,Yes
707,"seq_epochs_()_num_733",0.22,No,0.17,No,0.35,No,0.33,No,0.97,Yes,20,50.0,No
708,"seq_epochs_()_num_734",0.89,Yes,0.43,No,0.99,Yes,0.39,No,0.96,Yes,20,50.0,Yes
709,"seq_epochs_()_num_735",0.99,Yes,0.49,No,0.97,Yes,0.98,Yes,0.31,No,20,50.0,Yes
710,"seq_epochs_()_num_736",0.06,No,0.01,No,0.2,No,0.08,No,0.9,Yes,20,50.0,No
711,"seq_epochs_()_num_737",0.94,Yes,0.33,No,0.99,Yes,0.98,Yes,0.87,Yes,20,50.0,No
712,"seq_epochs_()_num_738",0.79,Yes,0.07,No,0.43,No,1.0,Yes,0.93,Yes,20,50.0,Yes
713,"seq_epochs_()_num_739",0.98,Yes,0.8,Yes,1.0,Yes,0.93,Yes,0.9,Yes,20,50.0,No
714,"seq_epochs_()_num_740",0.19,No,0.0,No,0.27,No,0.99,Yes,0.99,Yes,20,50.0,No
715,"seq_epochs_()_num_742",1.0,Yes,0.56,Yes,1.0,Yes,0.99,Yes,0.88,Yes,20,50.0,Yes
716,"seq_epochs_()_num_743",1.0,Yes,0.44,No,0.99,Yes,1.0,Yes,0.06,No,20,50.0,No
717,"seq_epochs_()_num_744",1.0,Yes,0.52,Yes,1.0,Yes,0.99,Yes,0.01,No,20,50.0,Yes
718,"seq_epochs_()_num_745",0.74,Yes,0.51,Yes,0.98,Yes,1.0,Yes,1.0,Yes,20,50.0,Yes
719,"seq_epochs_()_num_746",1.0,Yes,0.74,Yes,1.0,Yes,1.0,Yes,0.98,Yes,20,50.0,No
720,"seq_epochs_()_num_747",0.85,Yes,0.05,No,0.5,No,0.47,No,0.91,Yes,20,50.0,No
721,"seq_epochs_()_num_748",0.18,No,0.04,No,0.3,No,0.98,Yes,0.97,Yes,20,50.0,No
722,"seq_epochs_()_num_749",1.0,Yes,0.78,Yes,1.0,Yes,1.0,Yes,0.63,Yes,20,50.0,No
723,"seq_epochs_()_num_750",0.87,Yes,0.09,No,0.55,Yes,0.98,Yes,0.97,Yes,20,50.0,No
724,"seq_epochs_()_num_751",1.0,Yes,0.59,Yes,1.0,Yes,0.38,No,0.99,Yes,20,50.0,Yes
725,"seq_epochs_()_num_752",1.0,Yes,0.51,Yes,0.99,Yes,1.0,Yes,0.84,Yes,20,50.0,No
726,"seq_epochs_()_num_753",1.0,Yes,0.76,Yes,1.0,Yes,0.99,Yes,0.96,Yes,20,50.0,Yes
727,"seq_epochs_()_num_754",1.0,Yes,0.98,Yes,1.0,Yes,0.96,Yes,0.03,No,20,50.0,No
728,"seq_epochs_()_num_755",0.99,Yes,0.51,Yes,0.99,Yes,0.99,Yes,0.97,Yes,20,50.0,Yes
729,"seq_epochs_()_num_756",0.36,No,0.02,No,0.75,Yes,0.84,Yes,0.97,Yes,20,50.0,No
730,"seq_epochs_()_num_757",0.99,Yes,0.52,Yes,0.55,Yes,0.98,Yes,0.95,Yes,20,50.0,No
731,"seq_epochs_()_num_758",0.4,No,0.01,No,0.54,Yes,0.43,No,0.94,Yes,20,50.0,Yes
732,"seq_epochs_()_num_759",0.21,No,0.03,No,0.72,Yes,0.98,Yes,0.95,Yes,20,50.0,No
733,"seq_epochs_()_num_760",0.07,No,0.02,No,0.22,No,0.66,Yes,0.87,Yes,20,50.0,No
734,"seq_epochs_()_num_761",0.79,Yes,0.33,No,0.85,Yes,0.16,No,0.79,Yes,20,50.0,No
735,"seq_epochs_()_num_762",0.71,Yes,0.36,No,0.57,Yes,0.22,No,0.03,No,20,50.0,No
736,"seq_epochs_()_num_763",1.0,Yes,0.34,No,1.0,Yes,1.0,Yes,1.0,Yes,20,50.0,No
737,"seq_epochs_()_num_764",0.72,Yes,0.32,No,0.98,Yes,0.99,Yes,0.73,Yes,20,50.0,No
738,"seq_epochs_()_num_765",1.0,Yes,0.53,Yes,1.0,Yes,1.0,Yes,0.98,Yes,20,50.0,Yes
739,"seq_epochs_()_num_766",0.13,No,0.03,No,0.45,No,0.9,Yes,0.64,Yes,20,50.0,No
740,"seq_epochs_()_num_767",0.4,No,0.32,No,0.82,Yes,0.95,Yes,0.97,Yes,20,50.0,Yes
741,"seq_epochs_()_num_768",0.04,No,0.02,No,0.22,No,0.75,Yes,0.36,No,20,50.0,No
742,"seq_epochs_()_num_769",0.81,Yes,0.38,No,0.66,Yes,0.85,Yes,0.92,Yes,20,50.0,Yes
743,"seq_epochs_()_num_770",0.98,Yes,0.51,Yes,1.0,Yes,1.0,Yes,0.98,Yes,20,50.0,No
744,"seq_epochs_()_num_771",0.71,Yes,0.33,No,0.98,Yes,1.0,Yes,1.0,Yes,20,50.0,Yes
745,"seq_epochs_()_num_772",0.18,No,0.26,No,0.75,Yes,0.99,Yes,0.06,No,20,50.0,Yes
746,"seq_epochs_()_num_773",1.0,Yes,0.96,Yes,0.99,Yes,1.0,Yes,0.79,Yes,20,50.0,No
747,"seq_epochs_()_num_774",0.73,Yes,0.5,Yes,0.75,Yes,0.98,Yes,0.78,Yes,20,50.0,No
748,"seq_epochs_()_num_775",1.0,Yes,0.33,No,1.0,Yes,0.95,Yes,0.97,Yes,20,50.0,Yes
749,"seq_epochs_()_num_776",0.25,No,0.01,No,0.69,Yes,0.96,Yes,0.08,No,20,50.0,Yes
750,"seq_epochs_()_num_777",0.97,Yes,0.53,Yes,1.0,Yes,0.99,Yes,0.99,Yes,20,50.0,Yes
751,"seq_epochs_()_num_779",0.35,No,0.02,No,0.55,Yes,0.12,No,0.95,Yes,20,50.0,No
752,"seq_epochs_()_num_780",1.0,Yes,0.98,Yes,1.0,Yes,0.99,Yes,0.15,No,20,50.0,No
753,"seq_epochs_()_num_781",0.08,No,0.01,No,0.44,No,0.64,Yes,0.91,Yes,20,50.0,No
754,"seq_epochs_()_num_782",1.0,Yes,0.96,Yes,1.0,Yes,1.0,Yes,0.97,Yes,20,50.0,Yes
755,"seq_epochs_()_num_783",0.94,Yes,0.01,No,0.29,No,0.9,Yes,0.04,No,20,50.0,No
756,"seq_epochs_()_num_784",0.85,Yes,0.42,No,0.79,Yes,0.78,Yes,0.72,Yes,20,50.0,Yes
757,"seq_epochs_()_num_785",1.0,Yes,0.72,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
758,"seq_epochs_()_num_786",0.07,No,0.01,No,0.13,No,0.04,No,0.74,Yes,20,50.0,No
759,"seq_epochs_()_num_787",0.89,Yes,0.2,No,0.37,No,0.76,Yes,0.96,Yes,20,50.0,Yes
760,"seq_epochs_()_num_788",0.4,No,0.04,No,0.44,No,0.48,No,0.99,Yes,20,50.0,Yes
761,"seq_epochs_()_num_789",1.0,Yes,0.53,Yes,0.9,Yes,1.0,Yes,0.86,Yes,20,50.0,No
762,"seq_epochs_()_num_790",0.98,Yes,0.47,No,0.92,Yes,0.93,Yes,0.51,Yes,20,50.0,Yes
763,"seq_epochs_()_num_791",0.2,No,0.06,No,0.35,No,1.0,Yes,1.0,Yes,20,50.0,No
764,"seq_epochs_()_num_792",0.93,Yes,0.21,No,0.99,Yes,0.98,Yes,0.92,Yes,20,50.0,Yes
765,"seq_epochs_()_num_793",1.0,Yes,0.81,Yes,0.99,Yes,0.96,Yes,0.77,Yes,20,50.0,Yes
766,"seq_epochs_()_num_794",0.13,No,0.08,No,0.27,No,0.96,Yes,0.97,Yes,20,50.0,No
767,"seq_epochs_()_num_795",0.96,Yes,0.7,Yes,0.86,Yes,0.12,No,0.06,No,20,50.0,Yes
768,"seq_epochs_()_num_796",0.23,No,0.26,No,0.48,No,0.96,Yes,0.61,Yes,20,50.0,No
769,"seq_epochs_()_num_797",0.85,Yes,0.97,Yes,0.93,Yes,0.98,Yes,0.17,No,20,50.0,No
770,"seq_epochs_()_num_798",0.75,Yes,0.5,Yes,0.69,Yes,0.25,No,0.59,Yes,20,50.0,No
771,"seq_epochs_()_num_799",0.31,No,0.08,No,0.69,Yes,0.98,Yes,0.97,Yes,20,50.0,Yes
772,"seq_epochs_()_num_800",0.97,Yes,0.48,No,0.94,Yes,0.95,Yes,0.84,Yes,20,50.0,Yes
773,"seq_epochs_()_num_801",0.42,No,0.35,No,0.57,Yes,0.05,No,0.26,No,20,50.0,No
774,"seq_epochs_()_num_802",0.69,Yes,0.22,No,0.65,Yes,0.99,Yes,0.32,No,20,50.0,No
775,"seq_epochs_()_num_803",0.92,Yes,0.78,Yes,0.98,Yes,0.92,Yes,0.2,No,20,50.0,No
776,"seq_epochs_()_num_804",0.87,Yes,0.1,No,0.66,Yes,0.88,Yes,0.88,Yes,20,50.0,No
777,"seq_epochs_()_num_805",1.0,Yes,0.76,Yes,0.99,Yes,0.98,Yes,0.94,Yes,20,50.0,Yes
778,"seq_epochs_()_num_806",0.88,Yes,0.41,No,0.43,No,0.72,Yes,0.48,No,20,50.0,No
779,"seq_epochs_()_num_807",0.8,Yes,0.24,No,0.49,No,0.59,Yes,0.85,Yes,20,50.0,No
780,"seq_epochs_()_num_808",0.03,No,0.0,No,0.1,No,0.8,Yes,0.93,Yes,20,50.0,No
781,"seq_epochs_()_num_809",0.09,No,0.05,No,0.03,No,0.74,Yes,0.81,Yes,20,50.0,No
782,"seq_epochs_()_num_810",0.99,Yes,0.34,No,0.99,Yes,0.99,Yes,0.5,Yes,20,50.0,No
783,"seq_epochs_()_num_811",1.0,Yes,0.99,Yes,0.89,Yes,1.0,Yes,0.01,No,20,50.0,Yes
784,"seq_epochs_()_num_812",0.21,No,0.11,No,0.08,No,0.91,Yes,0.95,Yes,20,50.0,No
785,"seq_epochs_()_num_813",0.98,Yes,0.48,No,0.66,Yes,0.95,Yes,0.92,Yes,20,50.0,No
786,"seq_epochs_()_num_814",0.58,Yes,0.23,No,0.79,Yes,0.85,Yes,0.9,Yes,20,50.0,Yes
787,"seq_epochs_()_num_815",0.19,No,0.28,No,0.67,Yes,1.0,Yes,0.51,Yes,20,50.0,No
788,"seq_epochs_()_num_816",1.0,Yes,0.37,No,1.0,Yes,1.0,Yes,0.66,Yes,20,50.0,No
789,"seq_epochs_()_num_817",0.36,No,0.32,No,0.85,Yes,0.37,No,0.81,Yes,20,50.0,No
790,"seq_epochs_()_num_818",0.9,Yes,0.72,Yes,0.98,Yes,0.99,Yes,0.84,Yes,20,50.0,Yes
791,"seq_epochs_()_num_819",0.85,Yes,0.33,No,0.97,Yes,0.92,Yes,0.52,Yes,20,50.0,No
792,"seq_epochs_()_num_820",0.46,No,0.09,No,0.65,Yes,0.98,Yes,0.99,Yes,20,50.0,Yes
793,"seq_epochs_()_num_821",0.87,Yes,0.35,No,0.76,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
794,"seq_epochs_()_num_822",0.07,No,0.0,No,0.02,No,0.32,No,0.8,Yes,20,50.0,No
795,"seq_epochs_()_num_823",0.94,Yes,0.05,No,0.95,Yes,0.81,Yes,0.89,Yes,20,50.0,Yes
796,"seq_epochs_()_num_824",0.98,Yes,0.5,Yes,0.89,Yes,0.48,No,0.9,Yes,20,50.0,No
797,"seq_epochs_()_num_825",0.63,Yes,0.55,Yes,0.84,Yes,1.0,Yes,1.0,Yes,20,50.0,No
798,"seq_epochs_()_num_826",0.14,No,0.02,No,0.2,No,0.3,No,0.94,Yes,20,50.0,No
799,"seq_epochs_()_num_827",0.99,Yes,0.92,Yes,0.97,Yes,0.97,Yes,0.88,Yes,20,50.0,Yes
800,"seq_epochs_()_num_828",0.13,No,0.28,No,0.25,No,1.0,Yes,0.51,Yes,20,50.0,No
801,"seq_epochs_()_num_829",0.87,Yes,0.49,No,0.88,Yes,1.0,Yes,0.99,Yes,20,50.0,No
802,"seq_epochs_()_num_830",0.95,Yes,0.54,Yes,1.0,Yes,0.91,Yes,0.7,Yes,20,50.0,No
803,"seq_epochs_()_num_831",1.0,Yes,0.97,Yes,1.0,Yes,1.0,Yes,1.0,Yes,20,50.0,Yes
804,"seq_epochs_()_num_832",0.99,Yes,0.56,Yes,0.97,Yes,1.0,Yes,0.86,Yes,20,50.0,Yes
805,"seq_epochs_()_num_833",0.74,Yes,0.27,No,0.43,No,0.57,Yes,0.97,Yes,20,50.0,Yes
806,"seq_epochs_()_num_834",0.83,Yes,0.5,Yes,0.95,Yes,0.99,Yes,0.6,Yes,20,50.0,No
807,"seq_epochs_()_num_835",0.08,No,0.33,No,0.72,Yes,0.98,Yes,0.07,No,20,50.0,No
808,"seq_epochs_()_num_836",0.99,Yes,0.48,No,0.97,Yes,0.98,Yes,0.89,Yes,20,50.0,No
809,"seq_epochs_()_num_837",0.35,No,0.17,No,0.43,No,0.28,No,0.94,Yes,20,50.0,Yes
810,"seq_epochs_()_num_838",0.01,No,0.3,No,0.08,No,0.74,Yes,0.66,Yes,20,50.0,No
811,"seq_epochs_()_num_839",1.0,Yes,0.95,Yes,1.0,Yes,1.0,Yes,0.79,Yes,20,50.0,Yes
812,"seq_epochs_()_num_840",0.95,Yes,0.54,Yes,0.9,Yes,0.99,Yes,0.6,Yes,20,50.0,No
813,"seq_epochs_()_num_841",1.0,Yes,0.51,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
814,"seq_epochs_()_num_842",0.92,Yes,0.14,No,0.35,No,0.98,Yes,0.7,Yes,20,50.0,No
815,"seq_epochs_()_num_843",0.98,Yes,0.12,No,0.91,Yes,0.98,Yes,0.1,No,20,50.0,Yes
816,"seq_epochs_()_num_844",0.84,Yes,0.5,Yes,0.67,Yes,0.18,No,0.63,Yes,20,50.0,No
817,"seq_epochs_()_num_845",0.54,Yes,0.06,No,0.8,Yes,0.99,Yes,0.89,Yes,20,50.0,Yes
818,"seq_epochs_()_num_846",1.0,Yes,0.93,Yes,1.0,Yes,1.0,Yes,0.96,Yes,20,50.0,Yes
819,"seq_epochs_()_num_847",0.72,Yes,0.09,No,0.83,Yes,0.56,Yes,0.94,Yes,20,50.0,No
820,"seq_epochs_()_num_848",0.67,Yes,0.54,Yes,0.53,Yes,0.62,Yes,0.36,No,20,50.0,No
821,"seq_epochs_()_num_849",1.0,Yes,0.77,Yes,1.0,Yes,1.0,Yes,0.39,No,20,50.0,No
822,"seq_epochs_()_num_850",1.0,Yes,0.53,Yes,0.97,Yes,0.59,Yes,0.8,Yes,20,50.0,No
823,"seq_epochs_()_num_851",0.44,No,0.44,No,0.83,Yes,0.79,Yes,0.99,Yes,20,50.0,No
824,"seq_epochs_()_num_852",0.07,No,0.49,No,0.93,Yes,0.53,Yes,0.99,Yes,20,50.0,No
825,"seq_epochs_()_num_853",0.97,Yes,0.52,Yes,0.98,Yes,0.08,No,0.75,Yes,20,50.0,Yes
826,"seq_epochs_()_num_854",0.94,Yes,0.51,Yes,0.97,Yes,0.99,Yes,1.0,Yes,20,50.0,Yes
827,"seq_epochs_()_num_855",0.97,Yes,0.54,Yes,1.0,Yes,0.91,Yes,0.4,No,20,50.0,No
828,"seq_epochs_()_num_856",0.04,No,0.0,No,0.28,No,0.07,No,0.86,Yes,20,50.0,No
829,"seq_epochs_()_num_857",0.6,Yes,0.22,No,0.7,Yes,0.25,No,0.99,Yes,20,50.0,Yes
830,"seq_epochs_()_num_858",0.21,No,0.02,No,0.78,Yes,0.99,Yes,0.92,Yes,20,50.0,No
831,"seq_epochs_()_num_859",1.0,Yes,0.53,Yes,1.0,Yes,1.0,Yes,0.39,No,20,50.0,No
832,"seq_epochs_()_num_860",0.97,Yes,0.2,No,0.99,Yes,0.51,Yes,0.17,No,20,50.0,No
833,"seq_epochs_()_num_861",1.0,Yes,0.99,Yes,0.99,Yes,1.0,Yes,0.49,No,20,50.0,No
834,"seq_epochs_()_num_862",0.99,Yes,0.98,Yes,1.0,Yes,1.0,Yes,0.89,Yes,20,50.0,Yes
835,"seq_epochs_()_num_863",0.91,Yes,0.35,No,0.95,Yes,0.94,Yes,0.98,Yes,20,50.0,No
836,"seq_epochs_()_num_864",0.67,Yes,0.53,Yes,1.0,Yes,1.0,Yes,0.98,Yes,20,50.0,Yes
837,"seq_epochs_()_num_865",0.99,Yes,0.91,Yes,0.99,Yes,0.92,Yes,0.0,No,20,50.0,No
838,"seq_epochs_()_num_866",1.0,Yes,0.54,Yes,1.0,Yes,0.96,Yes,0.6,Yes,20,50.0,No
839,"seq_epochs_()_num_867",0.05,No,0.01,No,0.25,No,0.63,Yes,0.9,Yes,20,50.0,No
840,"seq_epochs_()_num_868",0.46,No,0.0,No,0.06,No,0.13,No,0.9,Yes,20,50.0,No
841,"seq_epochs_()_num_869",1.0,Yes,0.73,Yes,1.0,Yes,0.78,Yes,0.64,Yes,20,50.0,No
842,"seq_epochs_()_num_870",0.77,Yes,0.52,Yes,0.99,Yes,0.86,Yes,0.94,Yes,20,50.0,No
843,"seq_epochs_()_num_871",0.99,Yes,0.97,Yes,1.0,Yes,0.96,Yes,0.65,Yes,20,50.0,Yes
844,"seq_epochs_()_num_872",1.0,Yes,0.51,Yes,0.98,Yes,0.79,Yes,0.04,No,20,50.0,Yes
845,"seq_epochs_()_num_873",0.95,Yes,0.49,No,0.99,Yes,1.0,Yes,0.97,Yes,20,50.0,Yes
846,"seq_epochs_()_num_875",0.63,Yes,0.98,Yes,1.0,Yes,1.0,Yes,0.14,No,20,50.0,No
847,"seq_epochs_()_num_876",1.0,Yes,0.5,Yes,0.96,Yes,0.93,Yes,0.89,Yes,20,50.0,No
848,"seq_epochs_()_num_877",0.68,Yes,0.04,No,0.29,No,0.96,Yes,0.68,Yes,20,50.0,Yes
849,"seq_epochs_()_num_878",0.29,No,0.47,No,0.3,No,0.88,Yes,0.8,Yes,20,50.0,Yes
850,"seq_epochs_()_num_879",0.83,Yes,0.59,Yes,0.67,Yes,0.74,Yes,0.89,Yes,20,50.0,Yes
851,"seq_epochs_()_num_880",0.93,Yes,0.58,Yes,1.0,Yes,1.0,Yes,0.73,Yes,20,50.0,Yes
852,"seq_epochs_()_num_881",0.04,No,0.02,No,0.14,No,0.17,No,0.27,No,20,50.0,No
853,"seq_epochs_()_num_882",1.0,Yes,0.98,Yes,1.0,Yes,1.0,Yes,0.86,Yes,20,50.0,Yes
854,"seq_epochs_()_num_883",0.98,Yes,0.74,Yes,1.0,Yes,1.0,Yes,0.9,Yes,20,50.0,Yes
855,"seq_epochs_()_num_884",1.0,Yes,0.58,Yes,1.0,Yes,1.0,Yes,1.0,Yes,20,50.0,Yes
856,"seq_epochs_()_num_885",1.0,Yes,0.99,Yes,1.0,Yes,0.99,Yes,0.78,Yes,20,50.0,Yes
857,"seq_epochs_()_num_886",1.0,Yes,0.97,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
858,"seq_epochs_()_num_887",0.1,No,0.03,No,0.28,No,0.99,Yes,0.58,Yes,20,50.0,No
859,"seq_epochs_()_num_888",0.98,Yes,0.51,Yes,0.97,Yes,1.0,Yes,0.21,No,20,50.0,No
860,"seq_epochs_()_num_889",0.12,No,0.03,No,0.42,No,0.27,No,0.33,No,20,50.0,No
861,"seq_epochs_()_num_890",0.06,No,0.0,No,0.03,No,0.13,No,0.9,Yes,20,50.0,Yes
862,"seq_epochs_()_num_891",0.72,Yes,0.33,No,0.19,No,0.77,Yes,0.96,Yes,20,50.0,No
863,"seq_epochs_()_num_892",1.0,Yes,0.56,Yes,1.0,Yes,1.0,Yes,0.76,Yes,20,50.0,No
864,"seq_epochs_()_num_893",0.06,No,0.0,No,0.04,No,0.16,No,0.96,Yes,20,50.0,No
865,"seq_epochs_()_num_894",1.0,Yes,0.03,No,0.2,No,0.84,Yes,0.83,Yes,20,50.0,No
866,"seq_epochs_()_num_895",1.0,Yes,0.55,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
867,"seq_epochs_()_num_896",1.0,Yes,0.53,Yes,1.0,Yes,1.0,Yes,1.0,Yes,20,50.0,No
868,"seq_epochs_()_num_897",0.98,Yes,0.51,Yes,0.99,Yes,0.98,Yes,0.34,No,20,50.0,No
869,"seq_epochs_()_num_898",0.06,No,0.02,No,0.05,No,0.04,No,0.54,Yes,20,50.0,No
870,"seq_epochs_()_num_899",0.55,Yes,0.01,No,0.02,No,0.97,Yes,0.86,Yes,20,50.0,No
871,"seq_epochs_()_num_900",0.98,Yes,0.73,Yes,0.99,Yes,0.89,Yes,0.96,Yes,20,50.0,No
872,"seq_epochs_()_num_901",0.97,Yes,0.54,Yes,0.91,Yes,0.94,Yes,0.78,Yes,20,50.0,No
873,"seq_epochs_()_num_902",0.99,Yes,1.0,Yes,1.0,Yes,1.0,Yes,0.82,Yes,20,50.0,Yes
874,"seq_epochs_()_num_903",0.93,Yes,0.65,Yes,0.96,Yes,0.99,Yes,0.99,Yes,20,50.0,Yes
875,"seq_epochs_()_num_904",1.0,Yes,0.91,Yes,0.99,Yes,0.97,Yes,0.17,No,20,50.0,No
876,"seq_epochs_()_num_905",0.97,Yes,0.86,Yes,1.0,Yes,0.98,Yes,0.94,Yes,20,50.0,Yes
877,"seq_epochs_()_num_906",0.49,Yes,0.49,No,0.34,No,0.36,No,0.84,Yes,20,50.0,No
878,"seq_epochs_()_num_907",1.0,Yes,1.0,Yes,1.0,Yes,0.99,Yes,0.98,Yes,20,50.0,No
879,"seq_epochs_()_num_908",0.98,Yes,0.52,Yes,1.0,Yes,1.0,Yes,1.0,Yes,20,50.0,Yes
880,"seq_epochs_()_num_909",0.02,No,0.05,No,0.13,No,0.96,Yes,0.88,Yes,20,50.0,No
881,"seq_epochs_()_num_910",0.06,No,0.01,No,0.52,Yes,0.17,No,0.97,Yes,20,50.0,No
882,"seq_epochs_()_num_911",1.0,Yes,0.34,No,1.0,Yes,1.0,Yes,0.45,No,20,50.0,Yes
883,"seq_epochs_()_num_912",1.0,Yes,0.52,Yes,1.0,Yes,0.98,Yes,0.0,No,20,50.0,Yes
884,"seq_epochs_()_num_913",1.0,Yes,0.95,Yes,1.0,Yes,0.89,Yes,0.52,Yes,20,50.0,Yes
885,"seq_epochs_()_num_914",0.53,Yes,0.33,No,0.89,Yes,0.11,No,0.29,No,20,50.0,No
886,"seq_epochs_()_num_915",0.99,Yes,0.3,No,0.94,Yes,0.96,Yes,0.19,No,20,50.0,No
887,"seq_epochs_()_num_916",0.42,No,0.16,No,0.16,No,0.93,Yes,0.98,Yes,20,50.0,No
888,"seq_epochs_()_num_917",1.0,Yes,0.52,Yes,0.99,Yes,0.89,Yes,0.99,Yes,20,50.0,No
889,"seq_epochs_()_num_918",1.0,Yes,0.98,Yes,1.0,Yes,0.93,Yes,0.02,No,20,50.0,Yes
890,"seq_epochs_()_num_919",0.19,No,0.04,No,0.23,No,0.79,Yes,0.95,Yes,20,50.0,No
891,"seq_epochs_()_num_920",0.94,Yes,0.5,Yes,1.0,Yes,1.0,Yes,1.0,Yes,20,50.0,Yes
892,"seq_epochs_()_num_921",0.97,Yes,0.77,Yes,1.0,Yes,0.69,Yes,0.32,No,20,50.0,No
